pin,slack
genCounters[244].counter/count_cry[14]:B,997403
genCounters[244].counter/count_cry[14]:FCI,997147
genCounters[244].counter/count_cry[14]:FCO,997147
genCounters[244].counter/count_cry[14]:S,997166
genCounters[232].counter/count[5]:ALn,
genCounters[232].counter/count[5]:CLK,996136
genCounters[232].counter/count[5]:D,997337
genCounters[232].counter/count[5]:EN,995944
genCounters[232].counter/count[5]:Q,996136
genCounters[217].counter/count_s[15]:B,997403
genCounters[217].counter/count_s[15]:FCI,997147
genCounters[217].counter/count_s[15]:S,997147
genCounters[210].counter/count_s[15]:B,997403
genCounters[210].counter/count_s[15]:FCI,997147
genCounters[210].counter/count_s[15]:S,997147
genCounters[116].counter/terminalCount:A,996188
genCounters[116].counter/terminalCount:B,996097
genCounters[116].counter/terminalCount:C,996044
genCounters[116].counter/terminalCount:D,995944
genCounters[116].counter/terminalCount:Y,995944
genCounters[253].counter/count[12]:ALn,
genCounters[253].counter/count[12]:CLK,996188
genCounters[253].counter/count[12]:D,997204
genCounters[253].counter/count[12]:EN,995944
genCounters[253].counter/count[12]:Q,996188
genCounters[350].counter/terminalCount_9:A,996280
genCounters[350].counter/terminalCount_9:B,996189
genCounters[350].counter/terminalCount_9:C,996136
genCounters[350].counter/terminalCount_9:D,996044
genCounters[350].counter/terminalCount_9:Y,996044
genCounters[107].counter/count_cry[11]:B,997364
genCounters[107].counter/count_cry[11]:FCI,997147
genCounters[107].counter/count_cry[11]:FCO,997147
genCounters[107].counter/count_cry[11]:S,997223
genCounters[10].counter/terminalCount_8:A,996188
genCounters[10].counter/terminalCount_8:B,996097
genCounters[10].counter/terminalCount_8:C,996044
genCounters[10].counter/terminalCount_8:D,995944
genCounters[10].counter/terminalCount_8:Y,995944
genCounters[305].counter/count[11]:ALn,
genCounters[305].counter/count[11]:CLK,996333
genCounters[305].counter/count[11]:D,997223
genCounters[305].counter/count[11]:EN,995944
genCounters[305].counter/count[11]:Q,996333
genCounters[300].counter/count[7]:ALn,
genCounters[300].counter/count[7]:CLK,996280
genCounters[300].counter/count[7]:D,997299
genCounters[300].counter/count[7]:EN,995944
genCounters[300].counter/count[7]:Q,996280
genCounters[184].counter/count_cry[1]:B,997174
genCounters[184].counter/count_cry[1]:FCI,997147
genCounters[184].counter/count_cry[1]:FCO,997147
genCounters[184].counter/count_cry[1]:S,997422
genCounters[285].counter/count[1]:ALn,
genCounters[285].counter/count[1]:CLK,996044
genCounters[285].counter/count[1]:D,997422
genCounters[285].counter/count[1]:EN,995944
genCounters[285].counter/count[1]:Q,996044
genCounters[197].counter/count_cry[12]:B,997383
genCounters[197].counter/count_cry[12]:FCI,997147
genCounters[197].counter/count_cry[12]:FCO,997147
genCounters[197].counter/count_cry[12]:S,997204
genCounters[380].counter/count_s[15]:B,997403
genCounters[380].counter/count_s[15]:FCI,997147
genCounters[380].counter/count_s[15]:S,997147
genCounters[327].counter/count_cry[3]:B,997212
genCounters[327].counter/count_cry[3]:FCI,997147
genCounters[327].counter/count_cry[3]:FCO,997147
genCounters[327].counter/count_cry[3]:S,997375
genCounters[120].counter/count[3]:ALn,
genCounters[120].counter/count[3]:CLK,996188
genCounters[120].counter/count[3]:D,997375
genCounters[120].counter/count[3]:EN,995944
genCounters[120].counter/count[3]:Q,996188
genCounters[53].counter/count_cry[10]:B,997345
genCounters[53].counter/count_cry[10]:FCI,997147
genCounters[53].counter/count_cry[10]:FCO,997147
genCounters[53].counter/count_cry[10]:S,997242
genCounters[1].counter/count_s_5927:B,997147
genCounters[1].counter/count_s_5927:FCO,997147
genCounters[121].counter/count[5]:ALn,
genCounters[121].counter/count[5]:CLK,996136
genCounters[121].counter/count[5]:D,997337
genCounters[121].counter/count[5]:EN,995944
genCounters[121].counter/count[5]:Q,996136
genCounters[262].counter/terminalCount_10:A,996333
genCounters[262].counter/terminalCount_10:B,996242
genCounters[262].counter/terminalCount_10:C,996189
genCounters[262].counter/terminalCount_10:D,996097
genCounters[262].counter/terminalCount_10:Y,996097
genCounters[177].counter/count_cry[4]:B,997231
genCounters[177].counter/count_cry[4]:FCI,997147
genCounters[177].counter/count_cry[4]:FCO,997147
genCounters[177].counter/count_cry[4]:S,997356
genCounters[323].counter/count[14]:ALn,
genCounters[323].counter/count[14]:CLK,996333
genCounters[323].counter/count[14]:D,997166
genCounters[323].counter/count[14]:EN,995944
genCounters[323].counter/count[14]:Q,996333
genCounters[324].counter/count_cry[9]:B,997326
genCounters[324].counter/count_cry[9]:FCI,997147
genCounters[324].counter/count_cry[9]:FCO,997147
genCounters[324].counter/count_cry[9]:S,997261
genCounters[268].counter/count[9]:ALn,
genCounters[268].counter/count[9]:CLK,996189
genCounters[268].counter/count[9]:D,997261
genCounters[268].counter/count[9]:EN,995944
genCounters[268].counter/count[9]:Q,996189
genCounters[47].counter/count_cry[1]:B,997174
genCounters[47].counter/count_cry[1]:FCI,997147
genCounters[47].counter/count_cry[1]:FCO,997147
genCounters[47].counter/count_cry[1]:S,997422
genCounters[136].counter/count[0]:ALn,
genCounters[136].counter/count[0]:CLK,995944
genCounters[136].counter/count[0]:D,997616
genCounters[136].counter/count[0]:EN,995944
genCounters[136].counter/count[0]:Q,995944
genCounters[361].counter/count_cry[1]:B,997174
genCounters[361].counter/count_cry[1]:FCI,997147
genCounters[361].counter/count_cry[1]:FCO,997147
genCounters[361].counter/count_cry[1]:S,997422
genCounters[78].counter/terminalCount_10:A,996333
genCounters[78].counter/terminalCount_10:B,996242
genCounters[78].counter/terminalCount_10:C,996189
genCounters[78].counter/terminalCount_10:D,996097
genCounters[78].counter/terminalCount_10:Y,996097
genCounters[232].counter/count_cry[8]:B,997307
genCounters[232].counter/count_cry[8]:FCI,997147
genCounters[232].counter/count_cry[8]:FCO,997147
genCounters[232].counter/count_cry[8]:S,997280
genCounters[97].counter/count_cry[3]:B,997212
genCounters[97].counter/count_cry[3]:FCI,997147
genCounters[97].counter/count_cry[3]:FCO,997147
genCounters[97].counter/count_cry[3]:S,997375
genCounters[39].counter/count_cry[5]:B,997250
genCounters[39].counter/count_cry[5]:FCI,997147
genCounters[39].counter/count_cry[5]:FCO,997147
genCounters[39].counter/count_cry[5]:S,997337
genCounters[365].counter/count_cry[6]:B,997269
genCounters[365].counter/count_cry[6]:FCI,997147
genCounters[365].counter/count_cry[6]:FCO,997147
genCounters[365].counter/count_cry[6]:S,997318
genCounters[120].counter/terminalCount_11:A,996424
genCounters[120].counter/terminalCount_11:B,996333
genCounters[120].counter/terminalCount_11:C,996280
genCounters[120].counter/terminalCount_11:D,996188
genCounters[120].counter/terminalCount_11:Y,996188
genCounters[376].counter/terminalCount_10:A,996333
genCounters[376].counter/terminalCount_10:B,996242
genCounters[376].counter/terminalCount_10:C,996189
genCounters[376].counter/terminalCount_10:D,996097
genCounters[376].counter/terminalCount_10:Y,996097
genCounters[284].counter/count[0]:ALn,
genCounters[284].counter/count[0]:CLK,995944
genCounters[284].counter/count[0]:D,997616
genCounters[284].counter/count[0]:EN,995944
genCounters[284].counter/count[0]:Q,995944
genCounters[205].counter/count_cry[2]:B,997193
genCounters[205].counter/count_cry[2]:FCI,997147
genCounters[205].counter/count_cry[2]:FCO,997147
genCounters[205].counter/count_cry[2]:S,997394
genCounters[373].counter/count[9]:ALn,
genCounters[373].counter/count[9]:CLK,996189
genCounters[373].counter/count[9]:D,997261
genCounters[373].counter/count[9]:EN,995944
genCounters[373].counter/count[9]:Q,996189
genCounters[69].counter/count[13]:ALn,
genCounters[69].counter/count[13]:CLK,996280
genCounters[69].counter/count[13]:D,997185
genCounters[69].counter/count[13]:EN,995944
genCounters[69].counter/count[13]:Q,996280
genCounters[149].counter/terminalCount_10:A,996333
genCounters[149].counter/terminalCount_10:B,996242
genCounters[149].counter/terminalCount_10:C,996189
genCounters[149].counter/terminalCount_10:D,996097
genCounters[149].counter/terminalCount_10:Y,996097
genCounters[341].counter/count[13]:ALn,
genCounters[341].counter/count[13]:CLK,996280
genCounters[341].counter/count[13]:D,997185
genCounters[341].counter/count[13]:EN,995944
genCounters[341].counter/count[13]:Q,996280
genCounters[251].counter/terminalCount_11:A,996424
genCounters[251].counter/terminalCount_11:B,996333
genCounters[251].counter/terminalCount_11:C,996280
genCounters[251].counter/terminalCount_11:D,996188
genCounters[251].counter/terminalCount_11:Y,996188
genCounters[34].counter/count[5]:ALn,
genCounters[34].counter/count[5]:CLK,996136
genCounters[34].counter/count[5]:D,997337
genCounters[34].counter/count[5]:EN,995944
genCounters[34].counter/count[5]:Q,996136
genCounters[21].counter/count[12]:ALn,
genCounters[21].counter/count[12]:CLK,996188
genCounters[21].counter/count[12]:D,997204
genCounters[21].counter/count[12]:EN,995944
genCounters[21].counter/count[12]:Q,996188
genCounters[4].counter/count_cry[7]:B,997288
genCounters[4].counter/count_cry[7]:FCI,997147
genCounters[4].counter/count_cry[7]:FCO,997147
genCounters[4].counter/count_cry[7]:S,997299
genCounters[289].counter/count_cry[7]:B,997288
genCounters[289].counter/count_cry[7]:FCI,997147
genCounters[289].counter/count_cry[7]:FCO,997147
genCounters[289].counter/count_cry[7]:S,997299
genCounters[214].counter/terminalCount_9:A,996280
genCounters[214].counter/terminalCount_9:B,996189
genCounters[214].counter/terminalCount_9:C,996136
genCounters[214].counter/terminalCount_9:D,996044
genCounters[214].counter/terminalCount_9:Y,996044
genCounters[360].counter/terminalCount_8:A,996188
genCounters[360].counter/terminalCount_8:B,996097
genCounters[360].counter/terminalCount_8:C,996044
genCounters[360].counter/terminalCount_8:D,995944
genCounters[360].counter/terminalCount_8:Y,995944
genCounters[229].counter/count[8]:ALn,
genCounters[229].counter/count[8]:CLK,996097
genCounters[229].counter/count[8]:D,997280
genCounters[229].counter/count[8]:EN,995944
genCounters[229].counter/count[8]:Q,996097
genCounters[31].counter/count_cry[13]:B,997402
genCounters[31].counter/count_cry[13]:FCI,997147
genCounters[31].counter/count_cry[13]:FCO,997147
genCounters[31].counter/count_cry[13]:S,997185
genCounters[371].counter/terminalCount:A,996188
genCounters[371].counter/terminalCount:B,996097
genCounters[371].counter/terminalCount:C,996044
genCounters[371].counter/terminalCount:D,995944
genCounters[371].counter/terminalCount:Y,995944
genCounters[343].counter/count[9]:ALn,
genCounters[343].counter/count[9]:CLK,996189
genCounters[343].counter/count[9]:D,997261
genCounters[343].counter/count[9]:EN,995944
genCounters[343].counter/count[9]:Q,996189
genCounters[254].counter/terminalCount_9:A,996280
genCounters[254].counter/terminalCount_9:B,996189
genCounters[254].counter/terminalCount_9:C,996136
genCounters[254].counter/terminalCount_9:D,996044
genCounters[254].counter/terminalCount_9:Y,996044
genCounters[299].counter/terminalCount_10:A,996333
genCounters[299].counter/terminalCount_10:B,996242
genCounters[299].counter/terminalCount_10:C,996189
genCounters[299].counter/terminalCount_10:D,996097
genCounters[299].counter/terminalCount_10:Y,996097
genCounters[24].counter/count[12]:ALn,
genCounters[24].counter/count[12]:CLK,996188
genCounters[24].counter/count[12]:D,997204
genCounters[24].counter/count[12]:EN,995944
genCounters[24].counter/count[12]:Q,996188
genCounters[365].counter/count_cry[9]:B,997326
genCounters[365].counter/count_cry[9]:FCI,997147
genCounters[365].counter/count_cry[9]:FCO,997147
genCounters[365].counter/count_cry[9]:S,997261
genCounters[282].counter/count[14]:ALn,
genCounters[282].counter/count[14]:CLK,996333
genCounters[282].counter/count[14]:D,997166
genCounters[282].counter/count[14]:EN,995944
genCounters[282].counter/count[14]:Q,996333
genCounters[241].counter/terminalCount_8:A,996188
genCounters[241].counter/terminalCount_8:B,996097
genCounters[241].counter/terminalCount_8:C,996044
genCounters[241].counter/terminalCount_8:D,995944
genCounters[241].counter/terminalCount_8:Y,995944
genCounters[295].counter/terminalCount_8:A,996188
genCounters[295].counter/terminalCount_8:B,996097
genCounters[295].counter/terminalCount_8:C,996044
genCounters[295].counter/terminalCount_8:D,995944
genCounters[295].counter/terminalCount_8:Y,995944
genCounters[22].counter/count[2]:ALn,
genCounters[22].counter/count[2]:CLK,996097
genCounters[22].counter/count[2]:D,997394
genCounters[22].counter/count[2]:EN,995944
genCounters[22].counter/count[2]:Q,996097
genCounters[93].counter/count[10]:ALn,
genCounters[93].counter/count[10]:CLK,996242
genCounters[93].counter/count[10]:D,997242
genCounters[93].counter/count[10]:EN,995944
genCounters[93].counter/count[10]:Q,996242
genCounters[98].counter/count[8]:ALn,
genCounters[98].counter/count[8]:CLK,996097
genCounters[98].counter/count[8]:D,997280
genCounters[98].counter/count[8]:EN,995944
genCounters[98].counter/count[8]:Q,996097
genCounters[387].counter/terminalCount_11:A,996424
genCounters[387].counter/terminalCount_11:B,996333
genCounters[387].counter/terminalCount_11:C,996280
genCounters[387].counter/terminalCount_11:D,996188
genCounters[387].counter/terminalCount_11:Y,996188
genCounters[204].counter/count_cry[2]:B,997193
genCounters[204].counter/count_cry[2]:FCI,997147
genCounters[204].counter/count_cry[2]:FCO,997147
genCounters[204].counter/count_cry[2]:S,997394
genCounters[364].counter/count_cry[2]:B,997193
genCounters[364].counter/count_cry[2]:FCI,997147
genCounters[364].counter/count_cry[2]:FCO,997147
genCounters[364].counter/count_cry[2]:S,997394
genCounters[12].counter/count_cry[14]:B,997403
genCounters[12].counter/count_cry[14]:FCI,997147
genCounters[12].counter/count_cry[14]:FCO,997147
genCounters[12].counter/count_cry[14]:S,997166
genCounters[333].counter/count[10]:ALn,
genCounters[333].counter/count[10]:CLK,996242
genCounters[333].counter/count[10]:D,997242
genCounters[333].counter/count[10]:EN,995944
genCounters[333].counter/count[10]:Q,996242
genCounters[57].counter/terminalCount_9:A,996280
genCounters[57].counter/terminalCount_9:B,996189
genCounters[57].counter/terminalCount_9:C,996136
genCounters[57].counter/terminalCount_9:D,996044
genCounters[57].counter/terminalCount_9:Y,996044
genCounters[58].counter/count_cry[14]:B,997403
genCounters[58].counter/count_cry[14]:FCI,997147
genCounters[58].counter/count_cry[14]:FCO,997147
genCounters[58].counter/count_cry[14]:S,997166
genCounters[63].counter/count[3]:ALn,
genCounters[63].counter/count[3]:CLK,996188
genCounters[63].counter/count[3]:D,997375
genCounters[63].counter/count[3]:EN,995944
genCounters[63].counter/count[3]:Q,996188
genCounters[292].counter/count[0]:ALn,
genCounters[292].counter/count[0]:CLK,995944
genCounters[292].counter/count[0]:D,997616
genCounters[292].counter/count[0]:EN,995944
genCounters[292].counter/count[0]:Q,995944
genCounters[148].counter/count[1]:ALn,
genCounters[148].counter/count[1]:CLK,996044
genCounters[148].counter/count[1]:D,997422
genCounters[148].counter/count[1]:EN,995944
genCounters[148].counter/count[1]:Q,996044
genCounters[322].counter/count_cry[12]:B,997383
genCounters[322].counter/count_cry[12]:FCI,997147
genCounters[322].counter/count_cry[12]:FCO,997147
genCounters[322].counter/count_cry[12]:S,997204
genCounters[345].counter/count[10]:ALn,
genCounters[345].counter/count[10]:CLK,996242
genCounters[345].counter/count[10]:D,997242
genCounters[345].counter/count[10]:EN,995944
genCounters[345].counter/count[10]:Q,996242
genCounters[357].counter/count[2]:ALn,
genCounters[357].counter/count[2]:CLK,996097
genCounters[357].counter/count[2]:D,997394
genCounters[357].counter/count[2]:EN,995944
genCounters[357].counter/count[2]:Q,996097
genCounters[285].counter/count[5]:ALn,
genCounters[285].counter/count[5]:CLK,996136
